Cliente,Empréstimo,ValorDoBem,Finalidade,Emprego,TempoEmprego,Negativos,Atrasos,TempoCliente,LC-Recente,LC-Atual,RDS
bom pagador,157000.0,258108.0,Reforma,Outros,,0.0,0.0,345.5,0.0,7.0,
bom pagador,62800.0,436931.0,Reforma,Professional,10.5,0.0,0.0,163.6,1.0,24.0,
bom pagador,38622.0,326701.3,Diversas,Outros,8.0,0.0,0.0,220.7,0.0,20.0,18.6%
bom pagador,47100.0,426098.0,Diversas,Geral,3.0,,,118.5,3.0,16.0,
mau pagador,7536.0,149058.94,Reforma,Gerente,12.5,0.0,0.0,72.3,1.0,22.0,39.3%
bom pagador,24806.0,224569.66,Reforma,Geral,0.5,0.0,0.0,57.8,0.0,4.0,37.4%
bom pagador,42704.0,274809.66000000003,Diversas,Geral,13.75,0.0,1.0,110.3,0.0,22.0,35.3%
bom pagador,52438.0,288220.60000000003,Diversas,Outros,2.5,0.0,0.0,187.4,0.0,33.0,35.3%
bom pagador,67824.0,207035.9,Reforma,Geral,8.75,0.0,0.0,113.7,1.0,5.0,19.4%
bom pagador,118064.0,223825.48,Diversas,Professional,4.25,0.0,0.0,203.9,2.0,18.0,26.2%
bom pagador,29830.0,202768.64,Diversas,Gerente,6.75,,4.0,130.3,1.0,11.0,38.3%
bom pagador,62486.0,282760.14,Diversas,Professional,8.0,0.0,0.0,140.1,0.0,20.0,30.3%
bom pagador,57776.0,393281.86000000004,Diversas,Geral,26.5,0.0,0.0,296.4,2.0,16.0,34.5%
bom pagador,46786.0,357602.04000000004,Diversas,Geral,3.75,0.0,0.0,269.3,0.0,32.0,26.4%
mau pagador,31400.0,272552.0,Diversas,Outros,9.25,3.0,1.0,153.9,2.0,53.0,
bom pagador,68766.0,445556.58,Diversas,Professional,,0.0,0.0,210.4,0.0,20.0,29.2%
bom pagador,40192.0,220044.92,Diversas,Outros,9.0,0.0,0.0,243.6,0.0,17.0,30.8%
mau pagador,97340.0,226080.0,Diversas,Gerente,20.0,2.0,0.0,130.1,1.0,14.0,
mau pagador,50240.0,274436.0,Diversas,Geral,18.75,,3.0,148.6,3.0,18.0,
mau pagador,72220.0,342834.62,Diversas,Professional,2.0,0.0,0.0,179.0,2.0,22.0,50.3%
bom pagador,48670.0,363200.66000000003,Diversas,Outros,13.75,0.0,0.0,179.3,0.0,26.0,35.4%
bom pagador,67510.0,350110.0,Diversas,Outros,24.5,0.0,0.0,245.6,1.0,27.0,
mau pagador,35168.0,437088.0,Diversas,Gerente,5.75,0.0,0.0,216.0,1.0,36.0,
bom pagador,30144.0,191047.02000000002,Diversas,Geral,0.25,0.0,0.0,182.0,0.0,21.0,36.0%
bom pagador,32028.0,357011.72000000003,Reforma,Professional,11.0,0.0,1.0,183.3,0.0,28.0,35.0%
bom pagador,61230.0,227857.24000000002,Diversas,Professional,9.25,0.0,0.0,193.1,1.0,42.0,39.6%
bom pagador,26376.0,240894.52000000002,Reforma,Gerente,3.0,0.0,2.0,133.2,0.0,21.0,30.2%
bom pagador,33284.0,243240.1,Reforma,Outros,1.0,1.0,0.0,112.6,0.0,6.0,37.7%
bom pagador,91688.0,502663.76,Diversas,Professional,6.5,0.0,0.0,125.6,3.0,25.0,34.6%
bom pagador,49612.0,137500.6,Diversas,Gerente,8.25,0.0,0.0,110.0,0.0,11.0,22.8%
bom pagador,57776.0,189712.52000000002,Reforma,Outros,27.0,0.0,0.0,249.3,0.0,13.0,26.0%
bom pagador,52438.0,409270.74,Diversas,Professional,12.5,0.0,0.0,298.2,0.0,18.0,30.4%
mau pagador,122460.0,130310.0,Reforma,Professional,4.8,0.0,0.0,327.8,8.0,15.0,
mau pagador,103620.0,514960.0,Diversas,Geral,9.5,0.0,0.0,119.8,4.0,33.0,
bom pagador,76930.0,502192.76,Diversas,Gerente,2.5,0.0,0.0,301.8,0.0,24.0,37.8%
mau pagador,65626.0,250886.0,Reforma,Outros,2.5,0.0,0.0,47.4,1.0,14.0,
bom pagador,77558.0,232978.58000000002,Diversas,Outros,5.0,0.0,0.0,75.2,1.0,18.0,34.4%
mau pagador,67196.0,667265.7000000001,Diversas,Professional,4.5,2.0,7.0,185.6,4.0,23.0,38.1%
bom pagador,95770.0,466220.92000000004,Diversas,Professional,10.5,0.0,0.0,168.7,0.0,16.0,33.2%
bom pagador,78186.0,532054.16,Diversas,Outros,7.5,1.0,0.0,203.5,0.0,19.0,34.3%
bom pagador,159512.0,286697.7,Reforma,Outros,,0.0,0.0,347.4,0.0,7.0,24.5%
bom pagador,41448.0,96740.26000000001,Diversas,Geral,7.25,0.0,1.0,91.3,0.0,16.0,18.1%
bom pagador,60602.0,317793.12,Reforma,Outros,4.75,0.0,0.0,141.6,0.0,14.0,29.5%
bom pagador,157000.0,326996.46,Reforma,Autônomo,9.75,0.0,0.0,222.4,2.0,33.0,39.6%
bom pagador,9420.0,224510.0,Reforma,Gerente,10.75,,2.0,213.2,0.0,24.0,
bom pagador,42390.0,197192.0,Diversas,Professional,6.75,0.0,0.0,154.3,2.0,12.0,
bom pagador,20724.0,281789.88,Reforma,Geral,31.75,0.0,0.0,235.2,0.0,16.0,28.2%
bom pagador,49298.0,311352.98000000004,Reforma,Professional,22.25,0.0,0.0,246.2,1.0,25.0,40.3%
mau pagador,98910.0,135145.6,Diversas,Outros,0.5,1.0,1.0,101.1,1.0,11.0,
bom pagador,30458.0,384712.8,Diversas,Geral,10.5,0.0,0.0,143.9,1.0,23.0,35.8%
bom pagador,32028.0,311645.0,Diversas,Outros,1.75,0.0,0.0,110.5,1.0,30.0,40.3%
bom pagador,39878.0,203603.88,Diversas,Outros,0.5,1.0,0.0,195.1,2.0,13.0,27.5%
bom pagador,54636.0,637385.4600000001,Diversas,Professional,10.5,0.0,0.0,277.5,0.0,38.0,26.4%
bom pagador,24178.0,257046.68000000002,Diversas,Comissionado,3.0,0.0,0.0,143.7,0.0,30.0,29.7%
bom pagador,77558.0,281541.82,Diversas,Gerente,7.75,0.0,0.0,255.2,2.0,26.0,32.7%
bom pagador,47728.0,332748.94,Reforma,Outros,21.5,0.0,0.0,149.8,4.0,25.0,26.0%
bom pagador,26376.0,156843.0,Diversas,Geral,9.75,0.0,0.0,204.0,0.0,21.0,31.6%
bom pagador,56206.0,167091.96000000002,Diversas,Professional,2.5,0.0,0.0,262.3,0.0,35.0,40.8%
bom pagador,31086.0,116946.16,Diversas,Outros,4.75,0.0,0.0,258.1,0.0,12.0,22.5%
bom pagador,31400.0,177331.5,Reforma,Outros,9.0,2.0,0.0,311.4,2.0,12.0,33.5%
bom pagador,21038.0,187501.96000000002,Reforma,Geral,20.0,0.0,0.0,211.3,0.0,20.0,21.2%
bom pagador,45216.0,215231.30000000002,Diversas,Outros,7.0,0.0,0.0,120.5,3.0,48.0,31.6%
bom pagador,56520.0,246188.56,Diversas,Professional,9.0,0.0,0.0,192.7,0.0,44.0,40.5%
bom pagador,77872.0,440714.7,Diversas,Gerente,11.25,2.0,0.0,185.2,5.0,18.0,40.6%
mau pagador,72220.0,172700.0,Diversas,Outros,0.65,0.0,0.0,213.5,0.0,25.0,
bom pagador,108958.0,414458.02,Diversas,Gerente,27.25,0.0,0.0,328.7,0.0,19.0,41.2%
bom pagador,42704.0,251689.84,Diversas,Outros,5.75,0.0,0.0,240.2,3.0,27.0,31.6%
bom pagador,47414.0,342093.58,Diversas,Professional,9.75,0.0,0.0,195.6,1.0,37.0,42.2%
bom pagador,188400.0,652482.5800000001,Diversas,Professional,9.75,0.0,0.0,314.4,2.0,27.0,37.0%
bom pagador,184946.0,221910.08000000002,Diversas,Outros,3.25,0.0,0.0,114.5,0.0,20.0,29.4%
bom pagador,36738.0,347337.38,Diversas,Outros,18.25,0.0,2.0,200.9,1.0,16.0,37.7%
bom pagador,33912.0,210314.06,Reforma,Outros,9.5,2.0,1.0,349.9,1.0,20.0,16.5%
bom pagador,42704.0,668804.3,Reforma,Professional,1.5,0.0,0.0,117.0,1.0,14.0,27.3%
bom pagador,47100.0,290707.48000000004,Diversas,Outros,10.0,0.0,0.0,85.7,2.0,10.0,35.3%
mau pagador,28574.0,288880.0,Diversas,Comissionado,0.7,0.0,0.0,183.8,3.0,34.0,
bom pagador,27004.0,172401.7,Reforma,Outros,8.75,0.0,0.0,309.7,2.0,13.0,31.6%
bom pagador,64370.0,435609.06,Diversas,Outros,11.25,0.0,0.0,98.9,3.0,14.0,36.7%
bom pagador,81012.0,199251.84,Diversas,Outros,25.0,0.0,0.0,151.7,0.0,8.0,21.1%
bom pagador,37680.0,307519.04000000004,Diversas,Gerente,5.25,0.0,0.0,149.8,2.0,27.0,39.2%
bom pagador,39878.0,260651.40000000002,Diversas,Outros,1.25,0.0,0.0,126.4,3.0,11.0,36.0%
bom pagador,134392.0,223979.34,Reforma,Geral,,0.0,0.0,324.5,0.0,19.0,16.5%
bom pagador,27004.0,554464.34,Diversas,Outros,8.75,0.0,0.0,214.7,1.0,19.0,32.9%
bom pagador,46158.0,122780.28,Reforma,Outros,8.5,0.0,0.0,74.2,2.0,11.0,27.2%
bom pagador,13502.0,251284.78,Reforma,Outros,2.75,2.0,0.0,265.7,0.0,5.0,38.4%
mau pagador,40192.0,315045.62,Diversas,Gerente,11.5,0.0,1.0,81.4,4.0,29.0,44.3%
bom pagador,43018.0,248276.66,Reforma,Outros,2.5,0.0,2.0,158.2,0.0,13.0,29.6%
bom pagador,84780.0,194190.16,Diversas,Outros,26.75,0.0,0.0,134.3,0.0,8.0,20.7%
bom pagador,27004.0,228381.62,Diversas,Professional,14.5,0.0,0.0,235.5,3.0,30.0,38.8%
bom pagador,79442.0,493008.26,Diversas,Gerente,3.75,0.0,0.0,282.0,0.0,23.0,38.7%
bom pagador,21038.0,222029.40000000002,Diversas,Professional,9.0,1.0,0.0,46.2,1.0,23.0,38.7%
bom pagador,21666.0,214911.02000000002,Diversas,Gerente,7.0,,3.0,107.8,2.0,10.0,41.7%
bom pagador,75046.0,300554.52,Reforma,Geral,11.25,0.0,0.0,139.3,0.0,13.0,38.6%
mau pagador,83524.0,323420.0,Diversas,Autônomo,1.5,0.0,5.0,189.6,2.0,35.0,
mau pagador,47100.0,232046.0,Diversas,Geral,2.0,1.0,5.0,76.1,1.0,16.0,
bom pagador,45216.0,163371.06,Diversas,Outros,,0.0,0.0,97.1,0.0,15.0,42.1%
bom pagador,48670.0,198686.64,Diversas,Gerente,27.0,0.0,0.0,299.7,0.0,16.0,40.3%
bom pagador,37994.0,272074.72000000003,Reforma,Outros,17.25,0.0,0.0,207.4,0.0,17.0,36.1%
bom pagador,73162.0,426496.78,Diversas,Professional,,0.0,1.0,205.3,0.0,20.0,27.8%
bom pagador,39878.0,725088.8,Reforma,Professional,10.25,0.0,0.0,245.8,0.0,21.0,29.8%
mau pagador,62800.0,596600.0,Diversas,Gerente,0.95,2.0,4.0,316.2,3.0,18.0,
bom pagador,53380.0,266900.0,Diversas,Outros,21.25,0.0,0.0,228.8,3.0,42.0,
bom pagador,43018.0,307996.32,Reforma,Professional,1.0,0.0,0.0,68.1,0.0,20.0,35.5%
bom pagador,49612.0,281780.46,Diversas,Outros,0.25,1.0,1.0,125.6,1.0,25.0,34.5%
bom pagador,39878.0,337832.60000000003,Diversas,Outros,5.5,0.0,0.0,79.7,2.0,14.0,34.6%
mau pagador,17270.0,146465.30000000002,Reforma,Outros,4.75,0.0,1.0,139.0,0.0,13.0,35.5%
mau pagador,77872.0,210380.0,Diversas,Outros,10.0,1.0,8.0,245.0,4.0,23.0,
mau pagador,16014.0,106760.0,Diversas,Outros,0.75,1.0,2.0,87.9,2.0,13.0,
mau pagador,34540.0,439600.0,Diversas,Outros,5.0,0.0,0.0,118.9,2.0,29.0,
bom pagador,72220.0,349761.46,Diversas,Gerente,8.75,0.0,1.0,304.2,2.0,28.0,29.3%
bom pagador,62486.0,74217.04000000001,Diversas,Outros,,0.0,0.0,65.0,1.0,19.0,38.4%
bom pagador,52438.0,141956.26,Diversas,Professional,20.75,0.0,1.0,196.7,2.0,16.0,32.1%
bom pagador,68766.0,447343.24,Reforma,Professional,8.25,0.0,0.0,147.2,0.0,24.0,34.3%
bom pagador,32656.0,272649.34,Reforma,Outros,19.5,0.0,0.0,191.1,0.0,27.0,23.6%
mau pagador,23550.0,251200.0,Diversas,Professional,4.5,0.0,5.0,88.2,3.0,14.0,
bom pagador,53380.0,339584.72000000003,Reforma,Geral,0.0,,2.0,116.3,0.0,24.0,38.2%
bom pagador,52124.0,327932.18,Reforma,Professional,9.75,0.0,0.0,249.2,1.0,12.0,35.1%
mau pagador,59660.0,628000.0,Diversas,Outros,10.3,3.0,0.0,154.9,0.0,28.0,
mau pagador,52752.0,87232.34,Reforma,Outros,1.75,10.0,0.0,192.5,0.0,9.0,25.1%
bom pagador,42390.0,348916.8,Diversas,Outros,13.75,0.0,0.0,211.5,3.0,15.0,38.5%
bom pagador,68452.0,224742.36000000002,Diversas,Outros,25.75,0.0,0.0,310.4,2.0,31.0,35.4%
mau pagador,131252.0,713307.52,Diversas,Autônomo,2.75,0.0,4.0,158.9,3.0,30.0,
bom pagador,48356.0,233776.14,Diversas,Gerente,3.0,0.0,0.0,135.1,1.0,8.0,28.9%
mau pagador,7850.0,114139.0,Reforma,Outros,10.0,1.0,2.0,279.0,0.0,9.0,
mau pagador,25120.0,354820.0,Diversas,Outros,7.75,1.0,3.0,146.8,1.0,20.0,
bom pagador,29516.0,222312.0,Reforma,Outros,5.25,0.0,0.0,77.8,3.0,20.0,40.4%
bom pagador,125914.0,362450.2,Diversas,Gerente,17.25,0.0,1.0,186.4,0.0,20.0,40.4%
bom pagador,30144.0,312744.0,Reforma,Professional,4.5,0.0,1.0,94.4,1.0,35.0,
mau pagador,36424.0,219090.36000000002,Diversas,Gerente,5.25,0.0,0.0,94.0,0.0,12.0,72.3%
bom pagador,24178.0,262639.02,Reforma,Outros,22.0,0.0,0.0,356.1,0.0,46.0,30.5%
bom pagador,57148.0,655575.48,Diversas,Outros,4.0,0.0,0.0,203.9,0.0,17.0,25.4%
bom pagador,70336.0,327731.22000000003,Reforma,Geral,14.25,0.0,0.0,144.1,0.0,13.0,34.2%
bom pagador,54950.0,213598.5,Reforma,Geral,3.5,0.0,0.0,127.6,0.0,18.0,33.1%
bom pagador,18840.0,364167.78,Reforma,Geral,22.75,0.0,0.0,150.7,1.0,12.0,39.0%
bom pagador,47414.0,181931.6,Diversas,Geral,0.25,0.0,0.0,88.7,1.0,8.0,39.9%
bom pagador,19154.0,196250.0,Diversas,Gerente,7.5,,4.0,113.6,2.0,11.0,
bom pagador,63742.0,181821.7,Diversas,Outros,,0.0,0.0,216.8,0.0,12.0,38.3%
bom pagador,81954.0,654476.48,Diversas,Outros,23.5,0.0,0.0,204.3,0.0,18.0,24.3%
bom pagador,37680.0,332840.0,Diversas,Outros,6.0,0.0,0.0,79.3,2.0,14.0,
bom pagador,78500.0,264906.10000000003,Reforma,Outros,23.0,0.0,0.0,251.2,0.0,7.0,25.0%
bom pagador,63114.0,296036.06,Diversas,Outros,21.0,0.0,0.0,229.5,2.0,38.0,38.7%
bom pagador,48042.0,301669.22000000003,Diversas,Professional,8.0,0.0,0.0,196.3,0.0,19.0,19.5%
bom pagador,67196.0,311937.02,Reforma,Professional,18.75,0.0,0.0,630.5,1.0,25.0,20.7%
bom pagador,55892.0,277478.66000000003,Reforma,Outros,13.5,0.0,0.0,267.5,0.0,22.0,28.5%
bom pagador,59974.0,292123.62,Diversas,Outros,1.0,2.0,1.0,116.6,2.0,27.0,37.4%
bom pagador,29830.0,278744.08,Diversas,Professional,8.0,0.0,0.0,191.3,0.0,12.0,38.0%
bom pagador,19154.0,205107.94,Reforma,Comissionado,3.5,1.0,0.0,154.2,0.0,24.0,42.2%
mau pagador,65312.0,658442.3,Diversas,Outros,9.25,3.0,0.0,161.5,0.0,25.0,39.6%
bom pagador,48670.0,497941.2,Diversas,Gerente,,0.0,0.0,231.1,0.0,19.0,38.5%
bom pagador,58090.0,400255.8,Diversas,Geral,22.25,0.0,0.0,289.3,3.0,16.0,31.0%
bom pagador,32970.0,169267.98,Reforma,Outros,10.25,0.0,0.0,309.7,2.0,13.0,35.4%
bom pagador,29202.0,314103.62,Diversas,Outros,3.25,0.0,0.0,104.0,2.0,31.0,39.8%
bom pagador,81012.0,654441.9400000001,Reforma,Professional,3.75,0.0,0.0,179.2,0.0,26.0,39.7%
mau pagador,47100.0,157000.0,Reforma,Outros,0.75,3.0,4.0,209.5,1.0,46.0,
bom pagador,42704.0,177632.94,Diversas,Outros,6.75,0.0,0.0,112.1,2.0,15.0,39.8%
bom pagador,62800.0,183102.82,Diversas,Professional,16.5,0.0,0.0,186.7,1.0,20.0,37.7%
bom pagador,30458.0,289087.24,Diversas,Geral,14.0,0.0,0.0,96.3,0.0,8.0,23.2%
bom pagador,111470.0,616491.9,Diversas,Professional,21.25,0.0,0.0,194.8,1.0,20.0,36.6%
bom pagador,63114.0,901038.7000000001,Reforma,Gerente,3.25,0.0,0.0,199.5,0.0,14.0,30.1%
bom pagador,71278.0,291897.54000000004,Diversas,Professional,8.5,0.0,1.0,111.8,3.0,27.0,34.6%
bom pagador,79756.0,340266.10000000003,Diversas,Professional,13.5,0.0,0.0,282.4,1.0,31.0,39.5%
bom pagador,40506.0,134062.30000000002,Reforma,Gerente,14.0,0.0,0.0,56.6,0.0,9.0,31.0%
bom pagador,16014.0,250521.76,Reforma,Outros,2.5,0.0,0.0,109.4,0.0,15.0,43.3%
bom pagador,149778.0,484056.12,Diversas,Outros,14.25,0.0,0.0,229.2,6.0,19.0,42.3%
bom pagador,25434.0,184459.30000000002,Reforma,Outros,7.25,0.0,0.0,80.2,0.0,18.0,23.4%
bom pagador,66882.0,256512.88,Diversas,Outros,12.0,0.0,0.0,111.3,1.0,10.0,4.4%
bom pagador,32970.0,230438.32,Reforma,Outros,,0.0,0.0,368.3,0.0,7.0,37.8%
bom pagador,59346.0,400302.9,Reforma,Gerente,0.75,0.0,0.0,322.2,0.0,19.0,41.7%
bom pagador,99538.0,344388.92000000004,Reforma,Outros,5.75,,,120.0,12.0,20.0,39.5%
bom pagador,71278.0,438215.26,Reforma,Professional,11.5,0.0,0.0,193.6,0.0,22.0,34.1%
bom pagador,56520.0,373660.0,Reforma,Gerente,1.75,0.0,1.0,310.7,1.0,20.0,
bom pagador,47414.0,273525.4,Reforma,Professional,5.0,0.0,0.0,113.1,0.0,13.0,24.1%
bom pagador,58718.0,360145.44,Diversas,Outros,20.75,0.0,0.0,303.7,0.0,17.0,22.4%
bom pagador,62486.0,697792.78,Diversas,Geral,13.0,0.0,0.0,221.1,1.0,32.0,42.2%
bom pagador,48042.0,313673.44,Diversas,Professional,1.5,0.0,0.0,283.7,1.0,20.0,37.4%
bom pagador,28888.0,195804.12,Diversas,Outros,15.0,0.0,4.0,221.6,0.0,35.0,27.6%
bom pagador,86664.0,602792.0800000001,Reforma,Autônomo,3.5,0.0,0.0,180.0,1.0,16.0,39.8%
bom pagador,37366.0,214182.54,Diversas,Geral,23.0,0.0,0.0,237.2,0.0,28.0,27.4%
bom pagador,48356.0,286280.08,Diversas,Geral,2.75,0.0,0.0,161.4,0.0,24.0,25.0%
bom pagador,204728.0,452034.4,Reforma,Geral,10.25,0.0,0.0,130.6,0.0,12.0,43.2%
bom pagador,30144.0,193967.22,Diversas,Geral,1.75,0.0,0.0,173.6,1.0,20.0,39.0%
bom pagador,62800.0,287950.56,Diversas,Professional,10.5,0.0,0.0,145.2,0.0,20.0,28.2%
bom pagador,116180.0,221671.44,Diversas,Professional,3.5,0.0,0.0,196.9,2.0,18.0,23.6%
bom pagador,38622.0,558731.6,Reforma,Geral,4.75,0.0,0.0,198.3,0.0,55.0,35.7%
bom pagador,67510.0,237537.86000000002,Diversas,Geral,,0.0,0.0,248.9,0.0,23.0,40.1%
bom pagador,69394.0,396732.72000000003,Reforma,Gerente,11.25,0.0,0.0,124.7,1.0,24.0,30.8%
bom pagador,51182.0,278357.86,Reforma,Outros,14.25,0.0,1.0,259.8,0.0,20.0,29.1%
bom pagador,51496.0,332199.44,Diversas,Geral,29.75,,1.0,341.9,2.0,48.0,37.0%
bom pagador,29516.0,278794.32,Reforma,Outros,24.25,0.0,0.0,352.2,0.0,44.0,29.1%
bom pagador,48984.0,149511.1,Reforma,Outros,10.25,0.0,0.0,91.9,1.0,12.0,28.7%
bom pagador,66882.0,571354.4,Reforma,Gerente,8.0,0.0,0.0,314.4,0.0,17.0,42.6%
mau pagador,10676.0,163280.0,Reforma,Geral,2.0,0.0,1.0,185.1,0.0,6.0,
bom pagador,94514.0,584476.4600000001,Diversas,Professional,2.0,0.0,0.0,217.0,2.0,19.0,39.2%
bom pagador,55578.0,303286.32,Reforma,Professional,7.75,0.0,0.0,85.2,0.0,16.0,33.6%
bom pagador,24492.0,185260.0,Diversas,Outros,23.25,0.0,0.0,276.6,3.0,29.0,
bom pagador,59974.0,208706.38,Diversas,Outros,7.0,0.0,0.0,101.7,3.0,15.0,42.2%
bom pagador,59346.0,356047.74,Diversas,Professional,16.75,0.0,0.0,259.0,0.0,19.0,26.8%
bom pagador,81326.0,297401.96,Diversas,Geral,2.25,0.0,0.0,100.4,0.0,21.0,33.6%
mau pagador,42076.0,465837.84,Diversas,Outros,4.25,1.0,0.0,112.2,2.0,28.0,50.3%
bom pagador,43646.0,255197.22,Diversas,Outros,7.0,0.0,0.0,240.4,0.0,14.0,19.6%
bom pagador,74104.0,179859.2,Diversas,Outros,13.5,0.0,0.0,107.2,2.0,25.0,30.1%
mau pagador,25120.0,197820.0,Diversas,Outros,5.75,0.0,0.0,56.3,2.0,18.0,
bom pagador,70964.0,174015.66,Diversas,Outros,,0.0,0.0,302.6,0.0,18.0,41.1%
mau pagador,47100.0,360315.0,Diversas,Professional,11.25,0.0,0.0,116.2,0.0,26.0,
bom pagador,65312.0,313990.58,Diversas,Geral,1.25,0.0,4.0,171.1,0.0,47.0,33.2%
bom pagador,48356.0,137842.86000000002,Reforma,Outros,0.0,0.0,0.0,326.8,1.0,9.0,27.8%
mau pagador,48670.0,137846.0,Diversas,Gerente,21.5,1.0,2.0,217.4,0.0,19.0,
mau pagador,5652.0,179096.18,Reforma,Outros,5.0,3.0,2.0,78.5,1.0,17.0,
bom pagador,27318.0,219457.74000000002,Diversas,Outros,3.75,0.0,0.0,323.2,0.0,9.0,32.3%
bom pagador,38622.0,151954.02000000002,Reforma,Outros,10.75,0.0,0.0,85.6,0.0,3.0,33.4%
bom pagador,28260.0,625786.3,Diversas,Professional,1.25,0.0,0.0,63.8,1.0,24.0,36.9%
bom pagador,27946.0,274586.72000000003,Diversas,Gerente,18.0,0.0,0.0,281.1,0.0,24.0,37.5%
mau pagador,53694.0,217071.34,Diversas,Outros,3.5,0.0,0.0,211.2,0.0,6.0,40.6%
mau pagador,23550.0,275786.2,Reforma,Outros,5.5,0.0,0.0,155.1,2.0,16.0,
bom pagador,30458.0,659400.0,Reforma,Professional,2.55,0.0,0.0,127.8,1.0,15.0,
bom pagador,68138.0,735604.66,Diversas,Professional,0.0,0.0,0.0,303.5,0.0,28.0,39.3%
bom pagador,32970.0,308134.48000000004,Reforma,Professional,8.0,0.0,0.0,166.0,0.0,34.0,30.4%
bom pagador,94200.0,373302.04000000004,Diversas,Gerente,12.5,0.0,0.0,86.8,0.0,33.0,27.3%
bom pagador,85722.0,230249.92,Diversas,Gerente,12.5,0.0,0.0,81.9,6.0,16.0,36.3%
bom pagador,38936.0,622247.52,Reforma,Geral,0.25,0.0,1.0,356.5,0.0,16.0,41.5%
mau pagador,84152.0,404818.22000000003,Diversas,Gerente,7.0,2.0,1.0,116.8,5.0,16.0,2.8%
bom pagador,50554.0,500600.78,Reforma,Professional,6.0,0.0,0.0,104.4,0.0,16.0,34.0%
bom pagador,52124.0,177821.34,Diversas,Geral,2.25,0.0,0.0,100.5,1.0,8.0,37.8%
mau pagador,157000.0,769300.0,Reforma,Autônomo,22.75,1.0,7.0,269.1,2.0,25.0,
bom pagador,58718.0,265766.46,Diversas,Outros,0.5,1.0,2.0,98.9,2.0,25.0,34.7%
bom pagador,79756.0,308310.32,Diversas,Gerente,0.5,,,246.9,5.0,23.0,41.1%
bom pagador,80698.0,365452.04000000004,Diversas,Geral,8.25,0.0,1.0,400.7,0.0,44.0,39.9%
bom pagador,43646.0,358616.26,Reforma,Professional,12.5,0.0,2.0,182.8,0.0,27.0,33.4%
bom pagador,40820.0,138844.52000000002,Reforma,Outros,10.75,0.0,0.0,95.7,2.0,11.0,28.1%
bom pagador,90432.0,530119.92,Diversas,Gerente,0.0,0.0,0.0,234.2,1.0,22.0,33.5%
bom pagador,31400.0,338806.0,Reforma,Professional,12.5,0.0,2.0,179.0,0.0,27.0,
mau pagador,47100.0,384336.0,Reforma,Gerente,1.0,0.0,2.0,138.0,0.0,19.0,
bom pagador,29516.0,376225.38,Diversas,Outros,18.25,0.0,2.0,185.6,2.0,16.0,37.3%
bom pagador,208810.0,450090.74,Reforma,Geral,9.0,0.0,0.0,116.7,0.0,11.0,40.8%
bom pagador,33284.0,314854.08,Diversas,Professional,3.5,1.0,0.0,125.0,0.0,25.0,31.7%
bom pagador,70964.0,319608.04000000004,Reforma,Professional,17.5,0.0,0.0,624.2,1.0,25.0,20.7%
bom pagador,39564.0,357646.0,Diversas,Outros,17.75,0.0,2.0,196.9,1.0,16.0,36.4%
bom pagador,15386.0,215071.16,Diversas,Professional,8.25,0.0,4.0,186.4,0.0,28.0,21.8%
bom pagador,28888.0,208781.74000000002,Diversas,Gerente,11.25,0.0,0.0,124.6,1.0,19.0,30.7%
bom pagador,77872.0,382125.44,Diversas,Autônomo,3.25,0.0,0.0,211.2,1.0,28.0,34.6%
bom pagador,40506.0,369559.16000000003,Reforma,Geral,1.25,0.0,0.0,138.2,1.0,20.0,33.9%
mau pagador,28260.0,145052.30000000002,Reforma,Outros,25.25,0.0,2.0,125.3,3.0,16.0,38.7%
bom pagador,27004.0,294208.58,Diversas,Outros,0.25,0.0,0.0,116.2,1.0,10.0,34.8%
bom pagador,33912.0,339543.9,Diversas,Geral,11.25,0.0,0.0,165.7,1.0,12.0,40.4%
bom pagador,35168.0,274282.14,Reforma,Professional,20.0,0.0,0.0,225.6,0.0,11.0,26.1%
mau pagador,31400.0,129525.0,Reforma,Gerente,5.0,0.0,0.0,100.4,0.0,20.0,
bom pagador,17270.0,208028.14,Reforma,Geral,1.0,0.0,0.0,46.7,0.0,3.0,41.5%
bom pagador,78500.0,327483.16000000003,Diversas,Gerente,1.0,,,234.5,4.0,23.0,42.6%
bom pagador,86664.0,547374.22,Diversas,Gerente,0.25,0.0,0.0,245.9,2.0,23.0,36.3%
bom pagador,56834.0,537549.16,Reforma,Autônomo,5.0,0.0,0.0,314.8,0.0,26.0,29.2%
bom pagador,95142.0,481173.60000000003,Diversas,Professional,10.75,0.0,0.0,174.8,0.0,17.0,36.5%
mau pagador,39250.0,322164.0,Reforma,Outros,10.5,2.0,6.0,229.3,4.0,44.0,
bom pagador,49298.0,279717.48000000004,Diversas,Geral,29.25,0.0,0.0,213.6,0.0,21.0,30.1%
mau pagador,27632.0,160318.98,Diversas,Geral,2.5,0.0,0.0,82.2,1.0,20.0,16.9%
bom pagador,71592.0,302620.64,Diversas,Outros,7.25,0.0,0.0,241.0,0.0,19.0,34.9%
bom pagador,84780.0,559212.02,Diversas,Professional,7.75,0.0,0.0,332.6,0.0,33.0,38.6%
bom pagador,28260.0,214348.96000000002,Diversas,Outros,22.75,0.0,0.0,280.3,2.0,29.0,37.4%
bom pagador,73790.0,305500.02,Diversas,Geral,1.75,0.0,0.0,155.3,0.0,23.0,33.5%
bom pagador,47100.0,219800.0,Diversas,Outros,1.0,,2.0,291.5,1.0,10.0,
